Hole Name,Sample Name,topDepth,bottomDepth,sampleMethod,USCS,SPTMethod,SPT_1,SPT_2,SPT_3,SPT_4,recovery,moistureMethod,moistureContent,plasticityMethod,PL,LL,PI,passing200,pocketPenReading,torvaneReading,color,primaryComp,secondaryComp,secondaryCompMod,organicContent,visualMoisture,AASHTO,Misc,Geo_ID
TG-401,,68.0,70.0,,SC,,1.0,2.0,2.0,3.0,,,35.7,,,,,,,,,,,,,,,,
TG-401,,73.0,75.0,,SC,,0.0,1.0,1.0,2.0,,,37.0,,,,,,,,,,,,,,,,
TG-401,,78.0,80.0,,CH,,-1.0,0.0,0.0,1.0,,,45.2,,22.0,50.0,28.0,78.8,,,,,,,,,,,
TG-401,,83.0,85.0,,CH,,-1.0,0.0,0.0,1.0,,,54.1,,,,,,,,,,,,,,,,
TG-401,,88.0,90.0,,SC,,1.0,2.0,2.0,3.0,,,38.3,,,,,,,,,,,,,,,,
TG-401,,93.0,95.0,,CH,,6.0,7.0,7.0,8.0,,,29.1,,,,,,,,,,,,,,,,
TG-401,,98.0,100.0,,CH,,1.0,2.0,2.0,3.0,,,43.6,,23.0,64.0,41.0,67.5,,,,,,,,,,,
TG-401,,103.0,105.0,,SP-SM,,9.0,10.0,10.0,11.0,,,26.4,,,,,,,,,,,,,,,,
TG-401,,108.0,110.0,,SC,,4.0,5.0,5.0,6.0,,,56.2,,15.0,25.0,10.0,21.5,,,,,,,,,,,
TG-401,,113.0,115.0,,SM,,5.0,6.0,6.0,7.0,,,28.5,,,,,,,,,,,,,,,,
TG-401,,118.0,120.0,,SM,,11.0,12.0,12.0,13.0,,,17.4,,,,,,,,,,,,,,,,
TG-401,,123.0,125.0,,SP,,9.0,10.0,10.0,11.0,,,22.7,,0.0,0.0,0.0,10.3,,,,,,,,,,,
S-1A,,0.0,2.0,,SC,,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,
S-1A,,2.0,4.0,,SC,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
S-1A,,4.0,6.0,,CL,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-1A,,6.0,8.0,,SP,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
S-1A,,8.0,10.0,,SP-SM,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-1A,,10.0,12.0,,SC,,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
S-1A,,13.0,15.0,,SP,,13.0,14.0,14.0,15.0,,,,,,,,,,,,,,,,,,,
S-1A,,18.0,20.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-1A,,23.0,25.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-1A,,28.0,30.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-1A,,33.0,35.0,,CH,,-1.0,0.0,0.0,1.0,,,43.0,,19.0,51.0,32.0,79.0,,,,,,,,,,,
S-1A,,38.0,40.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-1A,,43.0,45.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-1A,,48.0,50.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-1B,,0.0,2.0,,SC,,9.0,10.0,10.0,11.0,,,,,,,,,,,,,,,,,,,
S-1B,,2.0,4.0,,SC,,4.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,
S-1B,,4.0,6.0,,CL,,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
S-1B,,6.0,8.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-1B,,8.0,10.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-1B,,10.0,12.0,,SC,,0.0,1.0,1.0,2.0,,,22.0,,11.0,21.0,10.0,45.0,,,,,,,,,,,
S-1B,,13.0,15.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-1B,,18.0,20.0,,SP,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-1B,,23.0,25.0,,SM,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-1B,,28.0,30.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-1B,,33.0,35.0,,SC,,-1.0,0.0,0.0,1.0,,,41.0,,13.0,25.0,12.0,46.0,,,,,,,,,,,
S-1B,,38.0,40.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-1B,,43.0,45.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-1B,,48.0,50.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
DD-C,,0.0,2.0,,CL,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
DD-C,,2.0,4.0,,SC,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
DD-C,,4.0,6.0,,SC,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
DD-C,,6.0,8.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
DD-C,,8.0,10.0,,SP-SM,,7.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,
DD-C,,10.0,12.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
DD-C,,12.0,14.0,,SP-SM,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
DD-C,,14.0,16.0,,SP-SM,,10.0,11.0,11.0,12.0,,,,,,,,,,,,,,,,,,,
DD-C,,16.0,18.0,,SP-SM,,12.0,13.0,13.0,14.0,,,,,,,,,,,,,,,,,,,
DD-C,,18.0,20.0,,SP,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
DD-C,,20.0,22.0,,SP,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
DD-C,,22.0,24.0,,SP-SM,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
DD-C,,24.0,26.0,,SP-SM,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
DD-C,,26.0,28.0,,SM,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-C,,28.0,30.0,,SM,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
BERM-601,,0.0,2.0,,SM,,1.0,2.0,2.0,3.0,,,10.2,,,,,,,,,,,,,,,,
BERM-601,,2.0,4.0,,SM,,4.0,5.0,5.0,6.0,,,15.3,,,,,,,,,,,,,,,,
BERM-601,,4.0,6.0,,SM,,5.0,6.0,6.0,7.0,,,12.9,,,,,,,,,,,,,,,,
BERM-601,,6.0,8.0,,CL,,6.0,7.0,7.0,8.0,,,15.4,,13.0,21.0,8.0,57.4,,,,,,,,,,,
BERM-601,,8.0,10.0,,SC,,8.0,9.0,9.0,10.0,,,17.7,,,,,,,,,,,,,,,,
BERM-601,,10.0,12.0,,SC,,6.0,7.0,7.0,8.0,,,21.9,,,,,,,,,,,,,,,,
BERM-601,,13.0,15.0,,SM,,3.0,4.0,4.0,5.0,,,21.7,,,,,,,,,,,,,,,,
BERM-603,,0.0,2.0,,SC,,4.0,5.0,5.0,6.0,,,13.7,,,,,,,,,,,,,,,,
BERM-603,,2.0,4.0,,SP-SM,,34.0,35.0,35.0,36.0,,,9.4,,,,,,,,,,,,,,,,
BERM-603,,4.0,6.0,,SC,,6.0,7.0,7.0,8.0,,,20.2,,,,,,,,,,,,,,,,
BERM-603,,6.0,8.0,,SM,,7.0,8.0,8.0,9.0,,,19.7,,,,,,,,,,,,,,,,
BERM-603,,8.0,10.0,,SM,,7.0,8.0,8.0,9.0,,,20.2,,,,,,,,,,,,,,,,
BERM-603,,10.0,12.0,,CL,,1.0,2.0,2.0,3.0,,,30.9,,16.0,47.0,31.0,81.5,,,,,,,,,,,
BERM-603,,13.0,15.0,,SC,,-1.0,0.0,0.0,1.0,,,27.4,,,,,,,,,,,,,,,,
FB-606,,0.0,2.0,,SC,,4.0,5.0,5.0,6.0,,,14.7,,,,,,,,,,,,,,,,
FB-606,,2.0,4.0,,SC,,5.0,6.0,6.0,7.0,,,18.2,,,,,,,,,,,,,,,,
FB-606,,4.0,6.0,,SC,,9.0,10.0,10.0,11.0,,,13.6,,16.0,29.0,13.0,23.4,,,,,,,,,,,
FB-606,,6.0,8.0,,SM,,2.0,3.0,3.0,4.0,,,50.2,,,,,13.5,,,,,,,,,,,
FB-606,,8.0,10.0,,SM,,1.0,2.0,2.0,3.0,,,25.3,,,,,,,,,,,,,,,,
FB-606,,10.0,12.0,,SC,,-1.0,0.0,0.0,1.0,,,43.0,,,,,,,,,,,,,,,,
FB-606,,13.0,15.0,,SC,,-1.0,0.0,0.0,1.0,,,50.7,,,,,,,,,,,,,,,,
FB-606,,18.0,20.0,,SC,,-1.0,0.0,0.0,1.0,,,30.2,,,,,,,,,,,,,,,,
FB-606,,23.0,25.0,,SP-SM,,2.0,3.0,3.0,4.0,,,30.9,,,,,,,,,,,,,,,,
FB-606,,28.0,30.0,,SP-SM,,1.0,2.0,2.0,3.0,,,29.4,,,,,,,,,,,,,,,,
Berm-602,,0.0,2.0,,SC,,1.0,2.0,2.0,3.0,,,11.3,,,,,,,,,,,,,,,,
Berm-602,,2.0,4.0,,SC,,6.0,7.0,7.0,8.0,,,10.5,,,,,,,,,,,,,,,,
Berm-602,,4.0,6.0,,SC,,5.0,6.0,6.0,7.0,,,13.5,,,,,,,,,,,,,,,,
Berm-602,,6.0,8.0,,CL,,8.0,9.0,9.0,10.0,,,17.6,,12.0,24.0,12.0,78.6,,,,,,,,,,,
Berm-602,,8.0,10.0,,SM,,7.0,8.0,8.0,9.0,,,15.1,,,,,,,,,,,,,,,,
Berm-602,,10.0,12.0,,SM,,6.0,7.0,7.0,8.0,,,20.8,,,,,,,,,,,,,,,,
Berm-602,,13.0,15.0,,ML,,2.0,3.0,3.0,4.0,,,37.2,,,,,61.6,,,,,,,,,,,
FB-604,,0.0,2.0,,SC,,3.0,4.0,4.0,5.0,,,19.2,,,,,,,,,,,,,,,,
FB-604,,2.0,4.0,,SC,,7.0,8.0,8.0,9.0,,,21.5,,,,,,,,,,,,,,,,
FB-604,,4.0,6.0,,SM,,3.0,4.0,4.0,5.0,,,10.9,,,,,,,,,,,,,,,,
FB-604,,6.0,8.0,,SM,,2.0,3.0,3.0,4.0,,,25.0,,,,,,,,,,,,,,,,
FB-604,,8.0,10.0,,SM,,0.0,1.0,1.0,2.0,,,16.7,,,,,,,,,,,,,,,,
FB-604,,10.0,12.0,,SM,,0.0,1.0,1.0,2.0,,,19.0,,,,,,,,,,,,,,,,
FB-604,,13.0,15.0,,SM,,0.0,1.0,1.0,2.0,,,51.1,,,,,,,,,,,,,,,,
FB-604,,18.0,20.0,,SP-SM,,6.0,7.0,7.0,8.0,,,24.0,,,,,,,,,,,,,,,,
FB-604,,23.0,25.0,,SM,,1.0,2.0,2.0,3.0,,,47.4,,11.0,24.0,13.0,52.1,,,,,,,,,,,
FB-604,,28.0,30.0,,SP-SM,,5.0,6.0,6.0,7.0,,,24.8,,,,,,,,,,,,,,,,
FB-607,,0.0,2.0,,GM,,12.0,13.0,13.0,14.0,,,5.9,,,,,,,,,,,,,,,,
FB-607,,2.0,4.0,,SM,,24.0,25.0,25.0,26.0,,,27.7,,,,,,,,,,,,,,,,
FB-607,,4.0,6.0,,SP-SM,,10.0,11.0,11.0,12.0,,,13.2,,,,,,,,,,,,,,,,
FB-607,,6.0,8.0,,SC,,5.0,6.0,6.0,7.0,,,17.5,,,,,,,,,,,,,,,,
FB-607,,8.0,10.0,,SP-SM,,3.0,4.0,4.0,5.0,,,19.9,,,,,,,,,,,,,,,,
FB-607,,10.0,12.0,,SC,,-1.0,0.0,0.0,1.0,,,29.1,,,,,,,,,,,,,,,,
FB-607,,13.0,15.0,,SM,,0.0,1.0,1.0,2.0,,,33.5,,,,,,,,,,,,,,,,
FB-607,,18.0,20.0,,SM,,-1.0,0.0,0.0,1.0,,,35.2,,,,,,,,,,,,,,,,
FB-607,,23.0,25.0,,SP-SM,,2.0,3.0,3.0,4.0,,,25.9,,,,,17.9,,,,,,,,,,,
FB-607,,28.0,30.0,,SC,,0.0,1.0,1.0,2.0,,,40.7,,21.0,31.0,10.0,55.3,,,,,,,,,,,
FB-608,,0.0,2.0,,SC,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
FB-608,,2.0,4.0,,SM,,6.0,7.0,7.0,8.0,,,10.1,,,,,,,,,,,,,,,,
FB-608,,4.0,6.0,,SM,,4.0,5.0,5.0,6.0,,,20.6,,,,,,,,,,,,,,,,
FB-608,,6.0,8.0,,SM,,3.0,4.0,4.0,5.0,,,21.6,,,,,,,,,,,,,,,,
FB-608,,8.0,10.0,,CH,,0.0,1.0,1.0,2.0,,,49.3,,18.0,33.0,15.0,92.9,,,,,,,,,,,
FB-608,,10.0,12.0,,SM,,-1.0,0.0,0.0,1.0,,,40.5,,,,,,,,,,,,,,,,
FB-608,,13.0,15.0,,SC,,-1.0,0.0,0.0,1.0,,,39.1,,,,,,,,,,,,,,,,
FB-608,,18.0,20.0,,SC,,0.0,1.0,1.0,2.0,,,34.6,,,,,,,,,,,,,,,,
FB-608,,23.0,25.0,,SP-SM,,6.0,7.0,7.0,8.0,,,10.5,,,,,,,,,,,,,,,,
FB-608,,28.0,30.0,,SP-SM,,3.0,4.0,4.0,5.0,,,34.9,,,,,,,,,,,,,,,,
DD-A,,17.0,22.0,,SP,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-B1,,15.0,20.0,,SW,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-B2,,24.5,29.5,,SP,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-C,,16.0,21.0,,SP,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-D,,25.0,30.0,,SM,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
DD-E,,18.0,23.0,,SP,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,0.0,2.0,,SC,,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
S-2A,,2.0,4.0,,SC,,10.0,11.0,11.0,12.0,,,,,,,,,,,,,,,,,,,
S-2A,,4.0,6.0,,SP,,11.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,
S-2A,,6.0,8.0,,SC,,3.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,
S-2A,,8.0,10.0,,SP,,4.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,
S-2A,,10.0,12.0,,CL,,0.0,1.0,1.0,2.0,,,42.4,,17.0,47.0,30.0,89.0,,,,,,,,,,,
S-2A,,13.0,15.0,,CL,,-1.0,0.0,0.0,1.0,,,39.3,,15.0,43.0,28.0,90.0,,,,,,,,,,,
S-2A,,18.0,20.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2A,,23.0,25.0,,SC,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
S-2A,,28.0,30.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2A,,33.0,35.0,,CL,,-1.0,0.0,0.0,1.0,,,36.9,,15.0,41.0,26.0,71.0,,,,,,,,,,,
S-2A,,38.0,40.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,43.0,45.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2A,,48.0,50.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,53.0,55.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,58.0,60.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2A,,63.0,65.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,68.0,70.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,73.0,75.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2A,,78.0,80.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2A,,83.0,85.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,88.0,90.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2A,,93.0,95.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2A,,98.0,100.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2A,,103.0,105.0,,SP,,19.0,20.0,20.0,21.0,,,,,,,,,,,,,,,,,,,
S-2A,,108.0,110.0,,SP,,17.0,18.0,18.0,19.0,,,,,,,,,,,,,,,,,,,
S-2A,,113.0,115.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2A,,118.0,120.0,,SC,,11.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,
S-2B,,0.0,2.0,,SC,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
S-2B,,2.0,4.0,,SC,,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,
S-2B,,4.0,6.0,,SC,,7.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,
S-2B,,6.0,8.0,,CL,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2B,,8.0,10.0,,CH,,0.0,1.0,1.0,2.0,,,51.3,,24.0,63.0,39.0,87.0,,,,,,,,,,,
S-2B,,10.0,12.0,,CH,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2B,,13.0,15.0,,CH,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2B,,18.0,20.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2B,,23.0,25.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2B,,28.0,30.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,33.0,35.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,38.0,40.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2B,,43.0,45.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,48.0,50.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,53.0,55.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,58.0,60.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,63.0,65.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,68.0,70.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,73.0,75.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,78.0,80.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-2B,,83.0,85.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-2B,,88.0,90.0,,CL,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2B,,93.0,95.0,,CL,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2B,,98.0,100.0,,CL,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
S-2B,,103.0,105.0,,CL,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-2B,,108.0,110.0,,CL,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2B,,113.0,115.0,,CL,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-2B,,118.0,120.0,,CH,,3.0,4.0,4.0,5.0,,,53.8,,29.0,60.0,31.0,87.0,,,,,,,,,,,
S-3A,,0.0,2.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-3A,,2.0,4.0,,SC,,4.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,
S-3A,,4.0,6.0,,SC,,11.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,
S-3A,,6.0,8.0,,SP-SM,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-3A,,8.0,10.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,10.0,12.0,,CL,,0.0,1.0,1.0,2.0,,,37.2,,17.0,43.0,26.0,59.0,,,,,,,,,,,
S-3A,,13.0,15.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-3A,,18.0,20.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,23.0,25.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,28.0,30.0,,SP,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
S-3A,,33.0,35.0,,CH,,1.0,2.0,2.0,3.0,,,51.9,,16.0,55.0,39.0,65.0,,,,,,,,,,,
S-3A,,38.0,40.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,43.0,45.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,48.0,50.0,,CH,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,53.0,55.0,,CH,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,58.0,60.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,63.0,65.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,68.0,70.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,73.0,75.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,78.0,80.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,83.0,85.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,88.0,90.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,93.0,95.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-3A,,98.0,100.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,103.0,105.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,108.0,110.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-3A,,113.0,115.0,,CL,,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,
S-3A,,118.0,120.0,,SP,,20.0,21.0,21.0,22.0,,,,,,,,,,,,,,,,,,,
S-3A,,123.0,125.0,,SP,,24.0,25.0,25.0,26.0,,,,,,,,,,,,,,,,,,,
S-3A,,128.0,130.0,,SC,,19.0,20.0,20.0,21.0,,,,,,,,,,,,,,,,,,,
S-3A,,133.0,135.0,,SC,,15.0,16.0,16.0,17.0,,,,,,,,,,,,,,,,,,,
S-3A,,53.0,55.5,,CH,,-1.0,0.0,0.0,1.0,,,49.1,,26.0,64.0,38.0,99.7,,,,,,,,,,,
S-4A,,0.0,2.0,,SC,,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,
S-4A,,2.0,4.0,,SC,,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,
S-4A,,4.0,6.0,,SC,,7.0,8.0,8.0,9.0,,,,,,,,,,,,,,,,,,,
S-4A,,6.0,8.0,,SP-SM,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-4A,,8.0,10.0,,CL,,0.0,1.0,1.0,2.0,,,36.2,,17.0,44.0,27.0,59.0,,,,,,,,,,,
S-4A,,10.0,12.0,,CL,,-1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
S-4A,,13.0,15.0,,CL,,-1.0,0.0,0.0,1.0,,,36.0,,18.0,47.0,29.0,74.0,,,,,,,,,,,
S-4A,,18.0,20.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,23.0,25.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-4A,,28.0,30.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-4A,,33.0,35.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-4A,,38.0,40.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-4A,,43.0,45.0,,SC,,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
S-4A,,48.0,50.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,53.0,55.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,58.0,60.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,63.0,65.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,68.0,70.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,73.0,75.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,78.0,80.0,,SP-SM,,5.0,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,
S-4A,,83.0,85.0,,SC,,8.0,9.0,9.0,10.0,,,,,,,,,,,,,,,,,,,
S-4A,,88.0,90.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,93.0,95.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-4A,,98.0,100.0,,SC,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-4A,,103.0,105.0,,CL,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,108.0,110.0,,CL,,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
S-4A,,113.0,115.0,,SC,,0.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
S-4A,,118.0,120.0,,SM,,11.0,12.0,12.0,13.0,,,,,,,,,,,,,,,,,,,
C-301,,0.0,2.0,,SC,,10.0,11.0,11.0,12.0,,,10.8,,,,,,,,,,,,,,,,
C-301,,2.0,4.0,,CL,,5.0,6.0,6.0,7.0,,,23.9,,17.0,43.0,26.0,71.2,,,,,,,,,,,
C-301,,4.0,6.0,,CL,,3.0,4.0,4.0,5.0,,,23.0,,12.0,35.0,23.0,78.6,,,,,,,,,,,
C-301,,6.0,8.0,,CL,,2.0,3.0,3.0,4.0,,,27.8,,,,,,,,,,,,,,,,
